6.2500E+02	8.4417E-02
6.2600E+02	8.5486E-02
6.2700E+02	8.6521E-02
6.2800E+02	8.7563E-02
6.2900E+02	8.8588E-02
6.3000E+02	8.9619E-02
6.3100E+02	9.0657E-02
6.3200E+02	9.1700E-02
6.3300E+02	9.2737E-02
6.3400E+02	9.3779E-02
6.3500E+02	9.4758E-02
6.3600E+02	9.5740E-02
6.3700E+02	9.6708E-02
6.3800E+02	9.7678E-02
6.3900E+02	9.8652E-02
6.4000E+02	9.9630E-02
6.4100E+02	1.0061E-01
6.4200E+02	1.0160E-01
6.4300E+02	1.0258E-01
6.4400E+02	1.0358E-01
6.4500E+02	1.0456E-01
6.4600E+02	1.0555E-01
6.4700E+02	1.0653E-01
6.4800E+02	1.0751E-01
6.4900E+02	1.0849E-01
6.5000E+02	1.0947E-01
6.5100E+02	1.1046E-01
6.5200E+02	1.1145E-01
6.5300E+02	1.1244E-01
6.5400E+02	1.1343E-01
6.5500E+02	1.1443E-01
6.5600E+02	1.1543E-01
6.5700E+02	1.1643E-01
6.5800E+02	1.1743E-01
6.5900E+02	1.1842E-01
6.6000E+02	1.1941E-01
6.6100E+02	1.2039E-01
6.6200E+02	1.2138E-01
6.6300E+02	1.2237E-01
6.6400E+02	1.2336E-01
6.6500E+02	1.2435E-01
6.6600E+02	1.2534E-01
6.6700E+02	1.2633E-01
6.6800E+02	1.2733E-01
6.6900E+02	1.2833E-01
6.7000E+02	1.2932E-01
6.7100E+02	1.3032E-01
6.7200E+02	1.3133E-01
6.7300E+02	1.3232E-01
6.7400E+02	1.3332E-01
6.7500E+02	1.3432E-01
6.7600E+02	1.3531E-01
6.7700E+02	1.3630E-01
6.7800E+02	1.3730E-01
6.7900E+02	1.3829E-01
6.8000E+02	1.3928E-01
6.8100E+02	1.4028E-01
6.8200E+02	1.4127E-01
6.8300E+02	1.4227E-01
6.8400E+02	1.4327E-01
6.8500E+02	1.4427E-01
6.8600E+02	1.4527E-01
6.8700E+02	1.4626E-01
6.8800E+02	1.4726E-01
6.8900E+02	1.4824E-01
6.9000E+02	1.4923E-01
6.9100E+02	1.5020E-01
6.9200E+02	1.5118E-01
6.9300E+02	1.5215E-01
6.9400E+02	1.5312E-01
6.9500E+02	1.5410E-01
6.9600E+02	1.5507E-01
6.9700E+02	1.5604E-01
6.9800E+02	1.5701E-01
6.9900E+02	1.5798E-01
7.0000E+02	1.5895E-01
